smiles,logp
Nc1ncnc2c1ncn2C1OC(COS(N)(=O)=O)C(O)C1O,-1.26
CN(c1ccc(C(=O)NO)cc1)S(=O)(=O)c1ccc(-c2ccccn2)s1,1.81
COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,2.33
COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1OC,2.16
Cc1cn(C23CC(O)C(CO)C2C3)c(=O)[nH]c1=O,-0.83
OC(O)(C(F)(F)F)C(F)(F)F,1.85
Oc1cccc(-c2ccccc2)c1O,2.46
C=C(C)C1CCC2(C)OC2C1,2.81
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,2.20
CC(N)C(CCCCCC(=O)O)NC(=O)OP(=O)(O)O,-0.66
Nc1cc(CC(N)C(=O)O)c(O)cc1O,-2.57
COc1ccc2c(c1)CN(C(=O)CCN1CCC(Cc3ccccc3)CC1)CCS2,4.05
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)S)C(O)C1O,-0.50
CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,2.70
CSCC1OC(n2ccc3c(N)ncnc32)C(O)C1O,0.04
Cc1ncnc2c1ncn2C1OC(C(C)O)C(O)C1O,-0.34
COCCOCCOC,0.12
Cc1c(CC(N)=O)c2cc(OCCCC(=O)O)ccc2n1Cc1ccccc1,3.23
CCCCCCC(=O)O,2.41
CC=C(N)C1=NC(C(=O)O)CS1,0.36
CC(N)C(CCCCCC(=O)O)CC(=O)O,-1.99
O=C(O)C1OC(O)C(O)C(O)C1O,-2.30
CCC1(C(=O)NC(C)c2ccc(Cl)cc2)C(C)C1(Cl)Cl,5.24
Nc1nc(F)nc2c1ncn2C1CC(O)C(CO)O1,-0.52
O=CN(O)CCCP(=O)(O)O,-1.11
NC1=NC(=O)C(C2CCNC(=O)C3=NC(Br)=CC32)=N1,0.29
O=C(O)C(=O)CO,-1.43
CC(C)([NH3+])C(=O)[O-],-2.45
O=C(O)C(CS)Cc1ccccc1,2.39
O=C(O)CN(O)C(=O)O,-0.66
CCCCCCC(O)CC=CCCCCCCCC(=O)O,6.14
O=C(O)c1cc(=O)[nH]c(=O)n1C1OC(COP(=O)(O)O)C(O)C1O,-1.67
[NH3+]C(Cc1c[nH]c2ccc(O)cc12)C(=O)[O-],-1.56
[NH3+]Cc1ccc(CNCCC(=O)O)cc1,-2.09
CC(O)C(O)C(O)C(O)C=O,-2.02
c1ccc2[nH]cnc2c1,1.67
CS(=O)(=O)c1ccc(Nc2cc(Cl)nc3ccnn23)cc1,2.65
NC(CCCNP(N)(=O)NS(=O)(=O)O)C(=O)O,-1.79
NC(Cn1cc(F)c(=O)[nH]c1=O)C(=O)O,-1.73
CCN1C(=O)C=CC1=O,0.02
Cc1ncsc1CCO,0.67
CCCc1ccccc1N,2.39
NCCOCCC(N)C(=O)O,-3.73
CCC(N)Cc1ccccc1,2.30
Clc1ccc(-c2cnc[nH]2)cc1,2.48
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3F)C(O)C2O)c(=O)[nH]1,-0.94
CC(C)C(O)C(N)C(=O)O,-2.46
Cc1cn(C2CC(O)C(COP(=O)(S)S)O2)c(=O)[nH]c1=O,0.58
CCCCC(NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,-0.29
CCCC=CC=CCCCCCCCCCO,6.38
COc1cc2ncnc(Nc3cccc(SC)c3)c2cc1OC,3.92
Nc1nc(=O)c2[nH]c(I)nc2[nH]1,0.30
NS(=O)(=O)c1ccc(S(=O)(=O)NCc2cccs2)s1,0.16
NC(=O)CSCC([NH3+])C(=O)[O-],-3.03
CCSC(N)=Nc1ccc(C(F)(F)F)cc1,3.41
O=P(O)(O)CNCC(O)C(O)C(O)C(O)COP(=O)(O)O,-2.11
Cc1nc2c(=O)[nH]c(N)nc2o1,-0.49
[NH3+]C1CCCCC1,-1.15
CC(C)CC(CS)C(=O)O,2.10
CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21C,3.11
[NH3+]C(Cn1oc(=O)[nH]c1=O)C(=O)[O-],-2.69
CC(O)Cn1cnc2c(N)ncnc21,-0.29
Oc1ccc(I)cc1,2.92
NC(CCC(=O)NC(CS(=O)(=O)O)C(=O)NCC(=O)O)C(=O)O,-1.98
CS(=O)CC(C(=O)O)N1C(=O)C(NC(=O)CCCC(N)C(=O)O)C1S,-1.54
N=c1ccc2c3ccc([NH3+])cc3c(-c3ccccc3)n(CCCCCCc3cnnn3CCNc3c4c(nc5ccccc35)CCCC4)c-2c1,4.42
CCC=CCC1C(=O)C=CC1CCCCCCCC(=O)O,5.09
O=C(CSc1nc(=O)cc(C(F)(F)F)[nH]1)N1CCCCC1,1.68
CC(=Cc1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1,3.70
NS(=O)(=O)NC(Cc1ccccc1)C(=O)O,0.03
CC(=O)NC1C(O)OC(CO)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C1O,-2.60
OCC1OC([n+]2c[nH]c3c2NC=NC3O)C(O)C1O,-2.05
CCCCCCCCCCCC(=O)O,5.13
Cc1ccc(N)cc1C,1.82
Nc1nccc(-c2cc(Cl)sc2Cl)n1,3.18
NC(=O)c1cncc(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,-1.38
O=c1[nH]c(=O)c2c([nH]1)n(CC(O)C(O)C(O)CO)c(=O)n2CCCOP(=O)(O)O,-1.57
CC(C=O)Cc1csc(N)n1,1.19
C=CC(O)CCCCC,2.43
O=C(COP(=O)(O)O)NO,-1.22
O=C(O)c1nc2ccccc2[nH]1,1.30
Cc1ccc(Cn2cnc(-c3cccs3)c2)cc1,4.21
COc1ccc(S(=O)[O-])cc1,0.63
CC1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)[O-])cn1c23,-0.02
O=C1c2c(O)cccc2C(=O)c2c([N+](=O)[O-])ccc(O)c21,2.02
O=C(O)Cc1ccc2c(c1O)C(=O)c1c(O)cccc1C2=O,2.17
Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCc4nn[nH]n4)C(=O)O)cc3)c[nH]c2[nH]1,0.64
NS(=O)(=O)c1ccc(C(=O)NCc2cc(F)ccc2F)cc1,2.00
O=C(O)CN(CC(=O)O)CC(=O)O,-0.98
O=C(O)C1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C(O)C1O,-1.21
O=C(O)C(O)C(O)C(O)COP(=O)(O)O,-2.33
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,5.32
CC(=O)OCCNC(=O)CCNC(=O)C(O)C(C)(C)COC(=O)C(C)(C)C,0.55
COc1ccc2ccc(C(=N)N)cc2c1-c1cnn(S(C)(=O)=O)c1,1.49
O=C(O)Cc1cc(=O)[nH]c(=O)[nH]1,-0.83
O=C(O)C1CCCO1,-0.03
O=C(O)c1ccc(OCCn2ccnc2)cc1,1.44
NC1(P(=O)([O-])O)CC1,-1.59
BrC(Br)Br,2.50
C1CCN(C2CCNCC2)CC1,1.48
O=CCC=O,0.10
Nc1ccccc1CO,-0.13
COc1ccc(OC)c(C=Cc2cnc3nc(N)nc(N)c3c2C)c1,2.65
CCCCCC(C)NC=O,1.98
Cc1c(C(=O)c2nccn2C)oc2cccc(OCCCNCc3cccnc3)c12,2.83
CCCCCCCCCCC1=C(O)C(=O)NC1=O,3.90
N=C(N)n1cc2cccc([N+](=O)[O-])c2n1,0.63
CC(O)C(=O)O,-0.79
O=C(Nc1ccc(Oc2ccc(C(=O)O)c(C(=O)O)c2)c(NC(=O)c2cccc([N+](=O)[O-])c2)c1)c1cccc([N+](=O)[O-])c1,3.31
O=c1ncccn1C1OC(CO)C(O)C1O,-1.30
Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OCC(O)C(O)C3O)C(O)C2O)c(=O)n1,-1.22
Cc1nc(C(C)N)n(CC(=O)O)c1O,-2.67
Cc1cccc2c(=O)nc(CCCN3CC=C(c4ccc(F)cc4)CC3)[nH]c12,3.89
COc1cccc(C(N)=O)c1,0.64
N#Cc1c[nH]c2[nH]c(N)nc(=O)c12,-0.44
CNC(=O)c1cccc(CN2C(COc3ccccc3)C(O)C(O)C(COc3ccccc3)N(Cc3ccccc3)S2(=O)=O)c1,3.68
CCCOCCOCCOCCCNc1c(N)c(=O)c1=O,0.79
O=Cc1ccccc1OP(=O)(O)OCc1ccccc1,2.07
O=P(O)(O)OCC1OC(n2cnc3ccccc32)C(O)C1O,-0.74
COc1cc(C)c(S(=O)(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(C(=N)N)cc2)C(=O)N2CCCCC2)c(C)c1C,0.18
N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)cc(Nc3ncccn3)c2c1,1.79
COc1cc(OC)c(C=C2C(=O)Nc3ccccc32)c(OC)c1,3.20
CCCn1c(C2CCN(C)CC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CC2)n1,6.06
O=C([O-])C[OH2+],-1.02
Cc1ccc(NNC(=O)C(O)C(N)CC2CCCCC2)cc1,2.41
CCC(C)c1nccs1,3.06
O=C1CCC(C(=O)O)N1,-1.01
NC(=O)C(N)CCC(=O)O,-3.45
OCC1=CC(O)C(O)C(O)C1O,-2.32
COc1ccc(OC)c(Cc2nc3nc(F)nc(N)c3[nH]2)c1,2.32
C[N+](C)(C)C,-4.07
NCCN1CCOCC1,-0.99
Cc1ncc(COP(=O)(O)O)c(CNc2co[nH]c2=O)c1O,-0.71
Nc1c([N+](=O)[O-])[nH]c(=O)[nH]c1=O,-1.12
O=[N+]([O-])c1ccc2cn[nH]c2c1,1.91
O=P(O)(O)OC1OC(CO)C(O)C1O,-2.04
O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCOC2,0.22
Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,-0.87
CC(=O)NC(=Cc1ccc(CC(=O)O)c(C=O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,3.73
NC(CCCO)C(=O)O,-3.15
[NH3+]CCC(=O)[O-],-3.26
O=C(O)C(O)C(O)COP(=O)(O)O,-2.33
CC(=O)NC1C(O)OC(CO)C(O)C1O,-2.60
Oc1ccccc1Cl,2.40
NC1C(OP(=O)(O)O)OC(CO)C(O)C1O,-2.59
O=C(O)CCCCCC1SCC2NC(=O)NC21,0.71
O=C(O)C(CF)OP(=O)(O)O,-1.63
O=Cc1ccccc1OP(=O)(O)OCC1CCCCC1,2.34
O=C(NOCC(O)CO)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F,3.17
CC(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)(OP(=O)(O)O)C(=O)O,-1.32
Cc1ccc(S(=O)(=O)O)cc1,-0.88
COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccccc1,3.82
CC(=O)C(CC(=O)O)NC(=O)c1ccc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)cc1,0.53
COc1cc(CC2=C[NH2+]C(N)=NC2=N)cc(OC)c1OC,0.03
CNc1ccccc1C(=O)OC1CC(n2cnc3c(N)ncnc32)OC1COP(=O)(O)OP(=O)(O)O,0.19
N=C([NH3+])c1ccccc1,-0.80
CC(=O)OCC[N+](C)(C)C,-2.91
O=S(=O)([O-])CCCSc1[nH+]c2ccccc2s1,1.19
Cc1ccc2nc(C3OC(CO)C(O)C(O)C3O)[nH]c2c1,-0.38
NC(CCCCC(=O)O)C(=O)O,-3.18
O=CN(O)CCP(=O)(O)O,-1.17
NC(=[NH2+])c1cc2c(I)cccc2s1,0.25
C#CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)nc(F)nc21,3.15
O=C(O)CCCCCNC(=O)CCCCC1SCC2NC(=O)NC21,1.06
N#Cc1cccc(S(=O)(=O)N2CC(O)C(Cc3ccccc3)N(Cc3ccc(O)cc3)C(=O)N2Cc2ccc(O)cc2)c1,3.57
OCC1OC(O)C(O)C1O,-2.65
CCCCCCCCCO,3.76
NC(=NCCCC(N)C(=O)O)NO,-3.57
Cc1ncsc1CCOP(=O)(O)O,0.09
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)CP(=O)(O)O)C(O)C1O,-1.94
Cc1cn(C2CCC(COP(=O)(O)O)O2)c(=O)[nH]c1=O,-1.10
CCCCCCCCOC1C(O)OC(CO)C(O)C1O,1.20
O=c1nc[nH]c2c1N=NC2,0.00
O=P(O)(O)C(F)(F)c1ccc2ccc(C(F)(F)P(=O)(O)O)cc2c1,1.85
O=c1ccn(C2OC(CO)C(OP(=O)(O)O)C2F)c(=O)[nH]1,-0.68
O=C(O)C1OC(O)C(O)C(O)C1O,-2.30
CN(C)c1cccc2c(S(=O)(=O)NC(Cc3ccc(OS(=O)(=O)c4cccc5c(N(C)C)cccc45)cc3)C(=O)O)cccc12,3.83
N=C(N)c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3O)cc2c1,1.41
Cc1ncc(COP(=O)(O)O)c(CNC(C)C(=O)CCCCCC(=O)O)c1O,-0.01
Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3OCC(O)C(O)C3O)O2)c(=O)[nH]c1=O,-1.29
O=C(O)c1ns[nH]c1=O,-0.26
CC(=O)CSCCS(=O)(=O)O,-1.39
C[n+]1cnc2nc[nH]c2c1N,-2.91
CN(C)CCOP(=O)(O)OP(=O)(O)O,-0.51
CC(=O)O,-0.12
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,5.30
O=P(O)(O)OCCCc1c[nH]c2ccccc12,1.21
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,-0.83
N=C(N)c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3O)cc2c1,1.34
O=CCP(=O)(O)O,-1.10
CCCO,0.21
CC(C)c1cc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)ccc1O,4.88
Cc1ccc2nc[nH]c2c1,1.82
Cc1cc(N)c(N)cc1C,0.88
Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1,3.62
CCOC(=O)c1c(C)nn(-c2ccc(N)cc2)c1C,2.47
CC1CC(N)NC1C(=O)O,-2.88
O=C1NC=CC=CN1C1OC(CO)C(O)C1O,-1.36
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OC2CC(n3ccc(=O)[nH]c3=O)OC2COP(=O)(O)O)C(OP(=O)(O)O)C1O,-0.57
NCSCCC(CCCCC(=O)O)SSCCO,-0.53
CCCCCCCC(=O)OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,-0.66
NC(CC1CO1)C(=O)O,-2.93
COC1OC(C)C(O)C(O)C1O,-1.65
Cc1cn(C2CC(F)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,-0.81
O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C2O)cc1,-0.09
Nc1nc(=O)c2nc(CO)cnc2[nH]1,-1.11
CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(O)c3c(c(O)c2C1C(=O)OC)C(=O)c1cccc(OC)c1C3=O,2.22
O=P(O)(O)OCC1OC(n2cnc3ncncc32)C(O)C1O,-2.76
[NH3+]C(CS)C(=O)[O-],-2.57
CC(C)C(NC(=O)Cn1c(-c2ccc(N)cc2)ncc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F,1.94
CCCCCCCCCCCCCC=CC(O)C(N)CO,5.15
Cc1ncc(CN)c(N)n1,-0.75
O=C(O)c1cc(C(=O)O)c2c(n1)C(=O)C(=O)c1cc(C(=O)O)[nH]c1-2,0.46
OCC1NCC(O)C(O)C1O,-2.22
O=C(O)C1Cc2ccccc2CN1S(=O)(=O)c1ccc(-c2ccccc2)cc1,3.05
O=C(O)c1nc(=O)[nH]c(=O)[nH]1,-1.14
Nc1ccc(CCC(=O)O)cc1,1.18
C=C(C=O)CCP(=O)(O)O,-0.85
O=C([O-])C(O)CC(O)C(O)C(=O)[O-],-1.45
NC(=[NH2+])c1ccc2nc(C(=O)c3nc4ccc(C(N)=[NH2+])cc4[nH]3)[nH]c2c1,0.49
C=CC([NH3+])C(=O)[O-],-2.74
O=C(O)CC1CCC(C(=O)O)N1,-2.65
Nc1ncnc2c1ncn2C1C=CC(O)C1O,-0.63
O=P(O)(O)C(O)c1cccc2ccccc12,0.89
CC(=O)NC(=O)NC1OC(CO)C(O)C(O)C1O,-2.26
CC(O)C(CCc1cccc2ccccc12)n1cnc(C(N)=O)c1,2.44
CNC1CN(c2cccc(OC)c2)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,0.53
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,-0.66
C[N+](C)(C)C(CCc1ncc(CC([NH3+])C(=O)[O-])[nH]1)C(N)=O,-1.55
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],-1.10
OCC(F)(F)F,0.61
NC(=O)c1ccc[n+](C2OC(COP(=O)(O)O)C(O)C2O)c1,-1.50
NC(=O)c1cc(N(CCCl)CCCl)c([N+](=O)[O-])cc1[N+](=O)[O-],1.83
CC(C)CC(=O)C(=O)O,0.82
CCCOP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,-2.41
Nc1nc2[nH]n(-c3cccc(C(=O)NCc4ccccc4Sc4ccccc4CO)c3)nc-2c(=O)n1,2.63
Cc1cn(C2CC(N)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,-1.60
C=CCN(C)Cc1ccc(-c2ccc(C(=O)c3ccc(Br)cc3)cc2)cc1,5.79
NCCCN1CCN(CCCNC(=O)c2cc(OC3OC(CO)C(O)C(O)C3O)cc([N+](=O)[O-])c2)CC1,-0.30
NCCC(=O)NCCC(N)C(=O)O,-3.62
O=C([O-])C(=O)CC(O)C(O)C(=O)[O-],-1.36
Nc1cc(F)cc(F)c1,1.52
CC(=O)NC(Cc1ccc(Oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2)cc1)C(=O)O,2.85
NC(Cn1c2c(c(=O)[nH]c1=O)CCC2)C(=O)O,-1.50
CCCCC(N)C=O,0.90
Nc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,-1.23
[NH3+]Cc1ccc(F)cc1,-1.57
CC(C)CC(C(=O)O)n1cc(CN)nn1,-1.91
OCC1OC(O)C(O)C1O,-2.65
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)O)c2cc1C,-0.78
CCC(OP(=O)(O)O)C(=O)O,-1.43
COC1C(C)C(COP(=O)(O)O)OC1n1cc(C)c(=O)[nH]c1=O,-0.80
Cc1ccc2sc(C3OC(CO)C(O)C(O)C3O)nc2c1,-0.08
NCCCCC(N)C(=O)O,-3.76
NCC1CCCN1,-0.69
c1ccc(-c2cnc[nH]2)cc1,1.62
Oc1ccccc1,1.39
COC(=O)C1CC(C(=O)O)OC1C(CC(C)C)NC(C)=O,0.82
Nc1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,-0.52
Oc1cccc(-c2c(Cl)cccc2Cl)c1O,4.23
NCCCCCCN,0.27
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)N(c1cccc(O)c1)C(CN1CCOCC1)=C2,0.96
OCC1OC(SC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,-2.94
O=CCCCC=O,0.93
C=CCn1c(=O)c2[nH]c(Cc3ccc(NC(C)=O)cc3)nc2n(CCCC)c1=O,2.69
NS(=O)(=O)c1c(F)cccc1F,1.24
Cn1nc(-c2cc(C(=O)O)c(Cl)cc2F)c(Br)c1C(F)(F)F,4.21
Nc1ncnc2c1ncn2C1OC(CO)C(=O)C1O,-1.82
NC(=O)CC1NC(=O)C2(CCCCC2)NC(=O)CC(c2ccc(CP(=O)(O)O)cc2)C=CCC(Cc2cccc3ccccc23)CNC1=O,2.54
OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,-2.74
OCC(O)C(O)CO,-2.03
OCC1OC(OC2C(O)CC(O)OC2CO)C(O)C(O)C1O,-3.22
CC1OC(O)C(O)C(O)C1O,-2.39
O=C(O)C1=CC(O)C(O)CO1,-1.07
O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,3.04
O=C(NCC(O)N(CCO)C1CCCC1)c1cc2cc(Cl)ccc2[nH]1,2.24
NC1C(CO)OC(O)C(O)C1O,-2.72
NC(CP(=O)(O)O)C(=O)O,-2.49
Cn1c(=O)[nH]c2c(=O)[nH]c(=O)[nH]c21,-1.05
Cn1sc(=O)c2cc(S(N)(=O)=O)ccc21,0.66
CC(=O)NC1C(O)CC(OC2C(O)C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C2O)(C(=O)O)OC1C(O)C(O)CO,-2.69
O=S(=O)(O)Cc1ccccc1,-0.97
O=P(O)(O)Oc1ccccc1,0.67
O=C(O)CCC(=O)NC(C(=O)O)c1ccccc1,0.41
Nc1ccn(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC4Nc5[nH]c(N)nc(=O)c5NC4C(S)=C3S)C(O)C2O)c(=O)n1,-0.57
C=CCc1cccc(C)c1O,2.72
O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,4.15
O=C(O)C(O)CC(O)C(O)CO,-2.46
NCc1c[nH]c2[nH]c(N)nc(=O)c12,-1.43
COc1cccc(C=O)c1OP(=O)(O)O,-0.02
Nc1cc(Nc2ccc(S(N)(=O)=O)cc2)ncn1,-0.31
CC(C)CC(N)C(=O)NO,-0.42
O=S(=O)([O-])CC[NH2+]C1CCCCC1,-1.13
CCc1oc2cc(S(=O)(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)ccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,5.08
NC(Cc1c[nH]c2ccc(F)cc12)C(=O)O,-1.02
Nc1nc(=O)c2ncn(C3OC(CO)C(OP(=O)(O)O)C3O)c2[nH]1,-1.96
C1COCCO1,-0.23
CC(C)(C)c1onc([O-])c1CC([NH3+])C(=O)[O-],-1.05
NCC(N)C(=O)[OH2+],-2.91
CC(=O)NC1C(N)C=C(C(=O)O)OC1C(O)C(O)CO,-2.95
CC(C)NCC(O)COc1cccc2ccccc12,3.03
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,-3.01
Cc1ncc(COP(=O)(O)O)c(CNC(C)P(=O)(O)O)c1O,-0.70
Sc1ccccn1,1.24
NC(CCC(=O)NC(CSC(O)N(O)c1ccc(I)cc1)C(=O)NCC(=O)O)C(=O)O,-2.00
COc1cc(OC)cc(C(=O)NC2C(O)C(CO)OC2n2cnc3c(NCc4cccc5ccccc45)ncnc32)c1,2.62
Nc1nc(=O)c2c([nH]1)NCC1COC(=O)N21,-1.58
NS(=O)(=O)c1ccc(NC(=S)OCCc2ccsc2)cc1,3.22
CC(O)CBr,0.76
O=C(CCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1cc(O)c(O)c([N+](=O)[O-])c1,3.70
N=C(N)c1ccc(NC(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,3.16
CCCCCCCOC1OC(CO)C(O)C(O)C1O,0.72
OCc1cccc(I)c1,1.95
CC(CP(=O)(O)C(N)CC(=O)O)C(=O)O,-2.43
CC(=O)Nc1ccc(C(=O)O)cc1NC(N)N,-2.26
O=C([O-])C(O)C=C([O-])O,-1.01
OCCS,0.11
Oc1c(Cl)cc(-c2cc(Cl)c(O)c(Cl)c2)cc1Cl,6.22
CCOP(=O)(OCC)OCC,0.71
Nc1ncnc2c1nc(Br)n2C1OC(COP(=O)(O)O)C(O)C1O,-2.46
Cc1c(CNc2cccc3ncccc23)cnc2nc(N)nc(N)c12,2.09
Cc1nnc(C2OC(CO)C(O)C(O)C2O)o1,-1.62
O=C(O)C(O)c1ccccc1,0.66
C[N+](C)(C)c1cccc(C(O)(O)C(F)(F)F)c1,-0.62
CC(=O)N1CCCC1C(=O)O,-0.51
CC1=C(CCOP(=O)(O)OP(=O)(O)O)SC2(C(C)O)Nc3nc(C)ncc3CN12,0.36
CN(C)CCCCC(N)C(=O)O,-1.60
CC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c1,-0.89
CSCCC(NC(N)=O)C(=O)O,-0.88
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,3.10
c1c[nH]cn1,-0.21
O=C(O)CC(NC(=O)c1cc(-c2ccc(-c3ccncc3)cc2)cs1)c1ccccc1,4.44
CC1(c2ccc(Oc3ccccc3)cc2)C(=O)NC(=O)NC1=O,2.75
Nc1cc2ccccc2c2ccccc12,3.65
CC(O)C(CCc1cccc(Cl)c1Cl)n1cnc(C(N)=O)c1,2.63
O=C(CCS)N1CCc2c([nH]c3ccccc23)C1,2.56
NC(Cc1cc(I)c(O)c(I)c1)C(=O)O,-0.70
O=C(O)CCP(=O)(O)O,-2.46
NC(=O)C(N)Cc1ccc(O)cc1,-0.65
CCCCCCCCCCCCCCCC=O,7.18
O=C(NC(Cc1ccc(F)cc1)C(=O)N1CCC(O)CC1)c1cc2cc(Cl)ccc2[nH]1,2.97
O=C(NCCS)c1cc2cc(F)ccc2[nH]1,2.22
Cc1cnc[nH]1,0.10
[NH3+]C(Cc1c[nH]c2cccc(F)c12)C(=O)[O-],-0.90
CC(C)N(O)C(=O)C(=O)O,0.02
CC(C)N(C(=O)c1ccc(Cl)cc1Cl)c1cc(-c2ccccc2)sc1C(=O)O,5.37
OC1COC(O)C(O)C1O,-2.57
COP(=O)(NC1OC(CO)C(O)C(O)C1O)OC,-2.26
COC(C(=O)NC1CCC(O)CNC1=O)C(O)C(O)C(O)C=CC(C)(C)C,-0.69
CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1O,-1.41
C#[N+]CC,1.58
Cc1ccc(CCC(=O)O)cc1,2.20
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,-0.86
Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,-2.05
COC1OC(CO)C(S)C(O)C1O,-0.79
O=[N+]([O-])c1ccc(O)c(O)c1,1.26
NC(CCC(=O)NC(CS)C(=O)O)C(=O)O,-2.53
O=C(O)C1CC2CCCCC2N1,-1.05
O=c1cc(O)c2ccccc2o1,1.01
OCC1NCC(O)C1O,-1.83
[NH3+]C(CCCCO)C(=O)[O-],-2.94
O=c1ccn(C2CC(O)C(COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,-0.99
NC1SC(CO)C(O)C(O)C1O,-2.48
Cc1ncc(C[n+]2csc(CCOP(=O)([O-])O)c2C)c(N)n1,-1.68
CC(C)(C)NC(=O)N1CCN(C(=O)NC(C(=O)O)C(C=O)CCCN=C(N)N)CC1,-0.30
O=c1cc[nH]c(=O)[nH]1,-1.20
CC(=O)NC1C(N=C(N)N)CC(C(=O)O)OC1C(O)C(O)CO,-2.18
