smiles,logp
CC(=CC(=O)OCCCCCCCCC(=O)O)CC1OCC(CC2OC2C(C)C(C)O)C(O)C1O,2.25
C[N+](C)(C)CCOC(N)=O.[Cl-],-3.55
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,2.95
CCCNC1CCc2nc(N)sc2C1,2.18
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,0.88
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,1.78
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,2.20
CCCCN1CC(O)C(O)C(O)C1CO,-1.14
CN(C)CCCN1c2ccccc2Sc2ccccc21,4.63
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,3.10
COC(=O)C(c1ccccc1)C1CCCCN1,1.47
COc1ccccc1OCC(O)COC(N)=O,0.63
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,2.19
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,3.15
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0.13
Cc1ccc(C(=CCN2CCCC2)c2ccccn2)cc1,4.14
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,-1.71
CCCCCC(C)(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)[O-].[NH3+]C(CO)(CO)CO,1.07
Cc1cc(O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)cn1,0.53
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.94
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,-0.45
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.67
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,5.02
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,1.83
O=c1ncnc2[nH][nH]cc1-2,-1.72
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,-1.21
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1.26
Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1,0.14
C=C1C(CO)C(O)CC1n1cnc2c(=O)nc(N)[nH]c21,-0.81
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.93
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,2.78
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1.41
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,1.15
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,2.84
CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,3.17
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.93
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,1.15
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,-2.81
CN(C)C1C(O)=C(C(=O)NCO)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,-0.45
CCOC(=O)C1(c2ccccc2)CCN(C)CC1,2.90
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,4.80
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,0.63
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,1.93
CN(C)CCCN1c2ccccc2CCc2ccccc21,4.53
COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(=O)O)c(C)c1C,5.20
C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)c(C)c5CCC(=O)O)c(CCC(=O)OC)c4C)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC,5.02
COc1ccc2cc(CCC(C)=O)ccc2c1,3.41
C[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12.[Br-],-1.96
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],3.97
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,2.66
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,-0.97
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,2.82
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,2.42
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,7.29
CC(C)(O)c1ccccc1CCC(SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,7.25
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,4.09
CC(CNC1CCCCC1)OC(=O)c1ccccc1,3.04
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,2.43
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.01
CNCCC(Oc1cccc2ccccc12)c1cccs1,4.72
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,5.18
CC(N)C12CC3CC(CC(C3)C1)C2,3.28
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,-3.22
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,-0.43
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,5.45
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,3.99
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],-0.38
Brc1c(NC2=NCCN2)ccc2nccnc12,1.27
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,3.19
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,7.50
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,0.20
CN(C)c1nc(N(C)C)nc(N(C)C)n1,2.43
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0.85
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,1.95
OCCN1CC(O)C(O)C(O)C1CO,-2.30
CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1CC(C2CCCCC2)CC1C(=O)O)C(C)C,4.71
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,0.14
CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,2.50
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,-0.10
NC(=O)C(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc3c(c2)CCO3)C1,4.35
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,1.04
O=C1c2ccccc2C(=O)C1c1ccccc1,3.10
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.55
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,2.81
CN=C(NC#N)NCCSCc1nc[nH]c1C,0.44
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.70
CC(C)c1nc(CN(C)C(=O)NC(C(=O)NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,4.24
C=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,3.91
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,2.14
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,4.95
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,1.15
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,2.87
CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,1.11
NCCCCCC(=O)O,-2.69
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,3.75
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],-0.40
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,3.22
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21,1.31
CCC(C)CC(C)CCCCCCCCC(=O)NC1CC(O)C(NCCN)NC(=O)C2C(O)CCN2C(=O)C(C(O)CCN)NC(=O)C(C(O)C(O)c2ccc(O)cc2)NC(=O)C2CC(O)CN2C(=O)C(C(C)O)NC1=O,0.17
CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,1.05
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,5.66
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,3.21
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,4.87
O=C1O[Pt]2(NC3CCCCC3N2)OC1=O,-0.47
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,3.79
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,6.42
O=C(O)P(=O)(O)O,-1.63
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,3.13
O=P1(N(CCCl)CCCl)NCCCO1,0.76
COC(CNC(N)=O)C[Hg]Cl,-0.50
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(N)n3)C2SC1,0.02
N=C(N)N,-1.92
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,-0.57
COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-].[Gd+3],0.36
CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,5.65
CNCCC=C1c2ccccc2CCc2ccccc21,4.65
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,3.36
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,1.14
Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,2.82
O=c1[nH]cc(F)c(=O)[nH]1,-0.58
CN(C)C(=O)Oc1ccc[n+](C)c1,-3.13
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,2.57
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,2.13
O=C(O)CCCCCCCC(=O)O,1.37
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,4.84
CCCc1cc(=O)[nH]c(=S)[nH]1,1.53
CC(=O)NO,-1.46
OCC1OC(n2cnc3c2N=CNCC3O)CC1O,-2.03
COc1c2occc2cc2ccc(=O)oc12,2.10
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,2.20
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,1.87
FC(F)(F)C(F)(F)C(F)(F)F,2.96
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.43
CC(=O)NC1C(N=C(N)N)C=C(C(=O)O)OC1C(O)C(O)CO,-2.30
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,4.18
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,0.66
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,3.65
NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)=NS2(=O)=O,2.26
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,-0.91
NC(=O)N1c2ccccc2C=Cc2ccccc21,2.10
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,3.34
O=C(O)C(S)C(S)C(=O)O,0.56
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,0.55
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.19
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,4.22
CC(C)NCC(O)COc1cccc2ccccc12,3.03
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,2.19
CC(C(=O)O)c1cccc(Oc2ccccc2)c1,3.87
Clc1cccc(Cl)c1NC1=NCCN1,2.55
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0.53
CC(C)C(N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,-0.84
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2C1C(=O)O,1.13
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,2.64
OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,-3.26
CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,1.65
C[N+](C)(C)CC(O)CC(=O)[O-],-2.90
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O,0.19
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,0.70
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,4.98
CCC(CC)(CC(=O)Nc1cccc(C=Cc2nc(C3CCC3)cs2)c1)C(=O)O,4.98
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.69
CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,2.37
COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,2.53
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.47
C1CNCCN1,-1.16
CCC1(C)CC(=O)NC1=O,0.10
NC(N)=NC(=O)c1nc(Cl)c(N)nc1N,-0.72
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,-0.99
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,2.93
CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3],0.36
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1.73
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.05
Oc1ccc(OCc2ccccc2)cc1,3.08
CC(=O)NCC1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0.61
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,3.42
COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,2.95
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,2.96
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,1.32
CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,3.21
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,5.28
CCc1cc(C(N)=S)ccn1,1.88
CC(N)C(O)c1cccc(O)c1,-0.59
Oc1ccc2c(c1)C13CCCCC1(O)C(C2)N(CC1CCC1)CC3,3.65
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,2.30
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,4.83
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,0.15
COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O,4.25
CCC1(C)OC(=O)N(C)C1=O,0.90
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,-0.40
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,3.47
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,0.84
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,3.36
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,4.34
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.40
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,2.99
O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,3.89
CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,-2.89
O=C(O)c1cccnc1,0.29
O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,2.68
NC(N)=NN=Cc1c(Cl)cccc1Cl,2.25
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,-1.34
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,0.32
CCCCCCCCCCCCCCCCCCCCCCO,9.31
Cc1cccc(C(C)c2c[nH]cn2)c1C,3.28
CC(=O)NS(=O)(=O)c1ccc(N)cc1,0.15
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,2.07
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,3.99
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,5.92
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,6.70
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-1.21
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,4.51
N=c1nc(O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,-0.19
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,2.95
CC(C)CC(NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,-0.09
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,4.11
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,-2.82
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,4.06
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,6.08
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,-0.73
Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,-0.46
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-0.98
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,4.44
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,4.16
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,4.03
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2.68
CNC1(C)C2CCC(C2)C1(C)C,3.13
CC(=O)NCCCS(=O)(=O)O,-1.79
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,1.63
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,5.23
COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,2.44
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1.91
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,0.41
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1.74
CC(C)CC(NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,1.27
CNCC(O)c1ccc(O)c(O)c1,-0.82
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,1.17
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,1.26
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,0.25
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.15
CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.44
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,1.39
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,5.93
O=C(OCc1ccccc1)c1ccccc1,3.43
CC(C)OP(=O)(F)OC(C)C,1.10
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,4.50
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5.93
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,3.04
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,-0.66
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.41
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,3.89
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,-2.98
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,0.86
O=S(=O)(O)OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C1OS(=O)(=O)O,-2.49
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,1.35
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,2.17
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,0.54
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,3.81
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,1.52
Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,2.91
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,2.64
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,1.68
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.71
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,2.95
Clc1ccc2nsnc2c1NC1=NCCN1,1.60
O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,0.03
COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,3.99
COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,1.67
CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,1.85
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,-0.20
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,2.07
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,2.77
CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,3.05
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,3.40
Nc1ccn(C2CSC(CO)O2)c(=O)n1,-1.29
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0.26
CCN(CC)C(=O)N1CCN(C)CC1,0.90
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,3.57
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.05
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,2.51
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,3.10
