smiles,logp
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,2.18
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,2.72
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,1.49
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,3.67
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,0.16
CCN(CC)CCOC(=O)c1ccc(N)cc1,2.10
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,-1.23
COc1ccc(OC)c(C(O)C(C)N)c1,0.41
CC(C)Cn1cnc2c(N)nc3ccccc3c21,2.83
C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2.[Br-],-1.91
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,4.67
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1.25
C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,2.71
COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,1.12
c1ccc2[nH]c(-c3cscn3)nc2c1,2.47
CC(C)C1CCC(C(O)=NC(Cc2ccccc2)C(=O)O)CC1,3.82
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,3.34
C[n+]1ccccc1C=NO,-3.04
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,3.27
CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,4.96
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,1.66
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,5.59
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,1.32
CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,0.85
Nc1nc2ccc(OC(F)(F)F)cc2s1,2.83
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.79
OCC(O)C(O)C(O)C(O)CO,-2.68
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O.[Gd+3],0.92
CC(c1cc2ccccc2s1)N(O)C(N)=O,2.01
NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,1.75
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,0.93
CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,1.40
CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,3.03
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,3.39
CCCNC(C)C(=O)Nc1ccccc1C,1.87
NC1=NCC2c3ccccc3Cc3ccccc3N12,2.53
NC1CC1c1ccccc1,1.50
FC(F)OC(Cl)C(F)(F)F,2.30
CCN1C(=O)NC(c2ccccc2)C1=O,1.11
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,5.66
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,6.77
O=C(OC1CC2CC3CC(C1)N2CC3=O)c1c[nH]c2ccccc12,2.41
COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,3.84
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,-0.56
CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)N(C)C)C3)C(C)C12,-0.69
CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,3.94
Cn1cc[nH]c1=S,-0.38
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CCl,2.81
CC(N)(Cc1ccc(O)cc1)C(=O)O,-1.91
O=C(O)C1C(=CCO)OC2CC(=O)N21,-1.16
CN(C)CCC=C1c2ccccc2COc2ccc(CC(=O)O)cc21,3.99
CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,2.82
CCCCCC(O)C=CC1C(O)CC(=O)C1CCCCCCC(=O)O,3.04
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,-0.50
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,2.67
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,0.73
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0.44
CCCCS(=O)(=O)NC(Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,1.78
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,1.76
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,4.53
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,2.90
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,0.95
NNCCc1ccccc1,1.20
CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O)C(C)O,-0.89
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,2.66
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,3.57
Cc1cccc(Nc2ccccc2C(=O)O)c1C,4.58
CNC(=O)C(NC(=O)C(CC(C)C)C(O)C(=O)NO)C(C)(C)C,0.41
Nc1nc(=O)c2ncn(COCCO)c2[nH]1,-0.95
COc1ccc2cc(C(C)C(=O)O)ccc2c1,3.29
CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,0.56
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,0.79
CN(C)CCN(Cc1ccccc1)c1ccccn1,3.05
Clc1cc(Cl)c(OCC#CI)cc1Cl,4.69
CCC1(c2ccccc2)C(=O)NCNC1=O,0.62
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,2.92
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,5.12
c1ccc(CC2=NCCN2)cc1,2.05
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,-1.64
CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,5.15
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,2.39
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,3.52
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,2.20
CCC(C)CCCC(O)=NC(CCN)C(O)=NC(C(O)=NC(CCN)C(O)=NC1CCN=C(O)C(C(C)O)N=C(O)C(CCN)N=C(O)C(CCN)N=C(O)C(CC(C)C)N=C(O)C(CC(C)C)N=C(O)C(CCN)N=C1O)C(C)O,0.22
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,5.82
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,2.15
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.08
CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,2.97
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.52
CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,1.42
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,4.28
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,-1.92
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2.81
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,4.12
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,2.28
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],3.86
CC(C)NCC(O)c1cc(O)cc(O)c1,-0.32
CCn1cc(C(=O)O)c(=O)c2ccc(-c3ccncc3)cc21,1.85
CC(C)c1cccc(C(C)C)c1O,3.81
CC(=O)Nc1nnc(S(N)(=O)=O)s1,-0.39
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,2.36
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,4.09
CCN(CC)C(=S)SSC(=S)N(CC)CC,3.88
C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C,3.99
CCCn1c(=O)[nH]c(=O)c2[nH]cnc21,0.35
CC1CCC(C(C)C)C(O)C1,2.68
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,-3.46
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1.25
CC1OC1P(=O)(O)O,-0.86
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.63
CC1NCCOC1c1ccccc1,1.45
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.87
CN1C(=O)CC(c2ccccc2)C1=O,0.61
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,0.85
CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,5.33
CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,3.63
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.44
N=C(O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,3.22
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)CO,2.73
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,1.40
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,2.97
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.01
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,4.14
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,2.00
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,7.39
CC1(C)OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,2.02
NCCS,0.01
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1.95
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.15
CN(C)N=Nc1[nH]cnc1C(N)=O,-0.32
CNC(C)C(O)c1ccccc1,1.00
Cn1nnc2c(C(N)=O)ncn2c1=O,-1.00
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,3.29
NCC(=O)CCC(=O)O,-2.85
OCC(O)COc1ccc(Cl)cc1,1.46
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,5.51
CC1CC2(C)C(CCC3C4CCC(O)C4(C)CCC32)CC1=O,3.81
CC(C)(S)C(N)C(=O)O,-1.70
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.66
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,3.11
CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,2.18
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,0.79
C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,3.19
CC(Cc1ccccc1)N(C)Cc1ccccc1,3.72
C=CCc1ccccc1OCC(O)CNC(C)C,2.59
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,1.53
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,2.09
CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,-0.50
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,3.16
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.55
Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,5.23
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)OCCl,2.20
COc1ccccc1OCC(O)CO,0.76
OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.56
CCCCc1ncc(C=C(Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,3.57
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,4.85
N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,2.71
Nc1nc(=O)n(C2CSC(CO)O2)cc1F,-0.80
NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,0.41
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O,1.39
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,6.08
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,0.87
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,-0.75
Cc1cccn2c(=O)c(-c3nn[nH]n3)cnc12,0.13
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,3.44
CN(CCCl)CCCl,1.31
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,2.64
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,5.18
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.84
CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,3.30
CC12CCC3C(CCC4=CC(=O)C=CC43C)C1CCC(=O)O2,2.33
CCC(=O)C1(C)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,3.64
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,2.94
CCO,-0.40
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,1.75
O=c1nc[nH]c2c1ncn2C1CCC(CO)O1,-0.99
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,4.56
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,3.42
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,2.56
CCNC(=O)CCCC=CCC1C(O)CC(O)C1C=CC(O)CCc1ccccc1,3.41
Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,4.98
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,1.97
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,2.82
NS(=O)(=O)Cc1noc2ccccc12,0.67
CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,5.27
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,-0.41
CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,5.05
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,4.05
N=C(N)NC(=N)NCCc1ccccc1,-0.72
NC12CC3CC(CC(C3)C1)C2,2.53
Cc1ncc([N+](=O)[O-])n1CCO,-0.15
CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,3.31
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,2.04
CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,-1.40
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,3.49
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,4.53
CC1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,2.69
NCc1ccccc1CC(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CSC12,-1.35
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,4.73
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,4.26
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,-0.20
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,-2.45
CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,3.88
C=C1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C12,-0.46
CCCC1(CCc2ccccc2)CC(O)=C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,6.29
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,3.83
CNCCCC12CCC(c3ccccc31)c1ccccc12,4.89
Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,3.70
O=C(O)c1ccccc1O,1.96
CCN(CC)C(C)C(=O)c1ccccc1,2.80
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,3.82
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,5.11
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,0.50
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,1.83
OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,4.15
Nc1ccn(C2CCC(CO)O2)c(=O)n1,-1.29
CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,0.65
CC(=O)Oc1ccccc1C(=O)O,1.43
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.81
CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,6.54
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O,0.21
NC(=O)OCC(COC(N)=O)c1ccccc1,0.56
CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,5.02
NNC(=O)c1ccncc1,-0.71
CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,2.16
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,1.67
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,2.90
CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(C)(O)C(NC)C1O,-1.42
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,2.13
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,3.80
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,2.06
CC(C)NCC(O)COc1cccc2[nH]ccc12,2.17
Cc1cccc(C)c1NC(=O)C1CCCCN1C,2.16
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,2.00
Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,3.00
Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,2.14
CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,6.66
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,3.48
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,-2.02
Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,1.85
Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,2.76
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,3.81
O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,4.14
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,-1.25
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,1.52
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,4.21
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,3.63
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,-0.00
CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,2.09
CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,3.03
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,1.80
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,5.66
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,1.91
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccccc1,4.22
C[NH+](C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[n-]c(Cl)nc2n(C)c1=O,2.67
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,-1.20
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,-2.18
NCCc1ccc(O)c(O)c1,-0.40
CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,2.45
C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,2.67
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,3.33
COC(=O)CCC(=O)CN,-1.30
Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,0.84
CC[P+](CC)(CC)[Au-]SC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,2.99
NCC1(CC(=O)O)CCCCC1,-1.88
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1.41
CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,1.20
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-0.16
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,0.56
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0.44
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,3.31
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,1.84
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,-1.83
NC(=O)NO,-1.83
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1.86
Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,4.86
CS(=O)(=O)OCCCCOS(C)(=O)=O,-0.90
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,3.29
CC[N+](C)(C)c1cccc(O)c1,-1.55
CC(C)(C(=O)c1cccnc1)c1cccnc1,2.09
CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,5.57
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.49
O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,3.37
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,0.79
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,3.78
CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,-0.03
N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,2.28
CC(C[N+](C)(C)C)OC(N)=O,-2.79
O=[N+]([O-])OC1COC2C(O)COC12,-0.74
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0.86
CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,8.48
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,4.36
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,2.36
CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,2.76
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,4.30
COC(F)(F)C(Cl)Cl,2.01
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,4.51
CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,1.84
C#CC1(OC(N)=O)CCCCC1,1.09
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,1.52
S=c1nc[nH]c2nc[nH]c12,-0.13
CC=CCC=CCCC(=O)C1OC1C(N)=O,1.38
CCN(CC)CCNC(=O)c1ccc(N)cc1,1.42
Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,5.39
C#CCN(C)C(C)Cc1ccccc1,3.08
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,4.86
N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,1.44
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.42
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,-0.22
CC12CC3CC(C)(C1)CC(N)(C3)C2,3.31
